file	lobe	t_nm	segment_id	node_status	left_boundary_reason	right_boundary_reason	feature_hash	config_hash	source_hash
20260101_scan04.sxm	1	0	68314d6b1d06f030	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260101_scan04.sxm	2	0.5	68314d6b1d06f030	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260101_scan04.sxm	3	1	68314d6b1d06f030	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260101_scan04.sxm	4	1.5	68314d6b1d06f030	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260101_scan04.sxm	5	2	68314d6b1d06f030	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260101_scan04.sxm	6	2.5	68314d6b1d06f030	connected	eligible	end	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan01.sxm	1	0	bf1940a6cde93643	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan01.sxm	2	0.5	bf1940a6cde93643	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan01.sxm	3	1	bf1940a6cde93643	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan01.sxm	4	1.5	bf1940a6cde93643	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan01.sxm	5	2	bf1940a6cde93643	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan01.sxm	6	2.5	bf1940a6cde93643	connected	eligible	end	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan02.sxm	1	0	4149e52f4e372158	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan02.sxm	2	0.5	4149e52f4e372158	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan02.sxm	3	1	4149e52f4e372158	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan02.sxm	4	1.5	4149e52f4e372158	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan02.sxm	5	2	4149e52f4e372158	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan02.sxm	6	2.5	4149e52f4e372158	connected	eligible	end	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan03.sxm	1	0	70bc6d4d58e48ad2	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan03.sxm	2	0.5	70bc6d4d58e48ad2	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan03.sxm	3	1	70bc6d4d58e48ad2	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan03.sxm	4	1.5	70bc6d4d58e48ad2	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan03.sxm	5	2	70bc6d4d58e48ad2	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan03.sxm	6	2.5	70bc6d4d58e48ad2	connected	eligible	end	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan04.sxm	1	0	2d332594f653b855	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan04.sxm	2	0.5	2d332594f653b855	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan04.sxm	3	1	2d332594f653b855	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan04.sxm	4	1.5	2d332594f653b855	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan04.sxm	5	2	2d332594f653b855	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260102_scan04.sxm	6	2.5	2d332594f653b855	connected	eligible	end	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan01.sxm	1	0	2ccc76e18ba1af4b	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan01.sxm	2	0.5	2ccc76e18ba1af4b	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan01.sxm	3	1	2ccc76e18ba1af4b	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan01.sxm	4	1.5	2ccc76e18ba1af4b	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan01.sxm	5	2	2ccc76e18ba1af4b	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan01.sxm	6	2.5	2ccc76e18ba1af4b	connected	eligible	end	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan02.sxm	1	0	fc116b846e94a617	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan02.sxm	2	0.5	fc116b846e94a617	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan02.sxm	3	1	fc116b846e94a617	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan02.sxm	4	1.5	fc116b846e94a617	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan02.sxm	5	2	fc116b846e94a617	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan02.sxm	6	2.5	fc116b846e94a617	connected	eligible	end	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan03.sxm	1	0	02f130b1f75b454a	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan03.sxm	2	0.5	02f130b1f75b454a	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan03.sxm	3	1	02f130b1f75b454a	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan03.sxm	4	1.5	02f130b1f75b454a	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan03.sxm	5	2	02f130b1f75b454a	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan03.sxm	6	2.5	02f130b1f75b454a	connected	eligible	end	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan04.sxm	1	0	887853e4e9435d2a	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan04.sxm	2	0.5	887853e4e9435d2a	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan04.sxm	3	1	887853e4e9435d2a	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan04.sxm	4	1.5	887853e4e9435d2a	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan04.sxm	5	2	887853e4e9435d2a	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260103_scan04.sxm	6	2.5	887853e4e9435d2a	connected	eligible	end	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260104_scan01.sxm	1	0	6c5689e70a4f3bf1	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260104_scan01.sxm	2	0.5	6c5689e70a4f3bf1	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260104_scan01.sxm	3	1	6c5689e70a4f3bf1	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260104_scan01.sxm	4	1.5	6c5689e70a4f3bf1	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260104_scan01.sxm	5	2	6c5689e70a4f3bf1	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260104_scan01.sxm	6	2.5	6c5689e70a4f3bf1	connected	eligible	end	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260104_scan02.sxm	1	0	5fd805d2505d8f95	connected	start	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260104_scan02.sxm	2	0.5	5fd805d2505d8f95	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260104_scan02.sxm	3	1	5fd805d2505d8f95	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
20260104_scan02.sxm	4	1.5	5fd805d2505d8f95	connected	eligible	eligible	84e365768e57e7b724ca375556db382699dbc7e6602e8eb64466ad3e8d7a4442	b3bac29d7dbecb0a9a46ec4b81a283c6b6cd4dda586c639b29d8ea105ecbd5ad	285809e3711706d7a059ba2a0dd4139b44c1874dec79308e2762a63799aa954e
