file	lobe	t_nm	amplitude	amp_prominence	amp_neighbor_ratio	integrated_prominence	amp_rel	bwd_neg_com_t	bwd_neg_diag45	split_log_skew
20260102_scan01.sxm	5	2	2.9719062993812759	2.6331677848443382	2.6840147635845448	2.7320050106838929	2.7774126967517749	2.8205864488360586	2.8619392993427768	2.9019367781193135
20260102_scan01.sxm	6	2.5	2.9803906913740916	2.6188796932027105	2.6647197951384061	2.7082594483684908	2.7499011361983894	2.7901020611608072	2.8293609636535755	2.8682037430214797
20260102_scan02.sxm	1	0	2.9759656915335921	2.5465004109727909	2.61667415205959	2.6843440994510392	2.7492170488228096	2.8110804346073843	2.8698084583584671	2.9253657155788333
20260102_scan02.sxm	2	0.5	2.9703002251019868	2.5677452955090367	2.6331296698887927	2.6955358303229358	2.7548223299189916	2.8109376630607743	2.8639217503393106	2.9139047876235935
20260102_scan02.sxm	3	1	0.97190629938127615	-2.1351061530384192	-2.1902627853264423	-2.2485881301565329	-2.3100583924524805	-2.3745591077014327	-2.4418884420191618	-2.5117630111150411
20260102_scan02.sxm	4	1.5	2.9803906913740916	2.5817879091728146	2.6358668702704646	2.6868887026594672	2.7350401749320463	2.7805908095006884	2.823885112141344	2.8653326397313088
20260102_scan02.sxm	5	2	0.99367612601707656	-2.141753084225305	-2.20811239231847	-2.2771258004629766	-2.3484613717346896	-2.4217202201639667	-2.4964480108041167	-2.5721480584197187
20260102_scan02.sxm	6	2.5	1.0085098655638969	-2.1599148959029453	-2.2308678900067567	-2.3038189325553784	-2.3783225627891547	-2.4538885581216783	-2.5299960674854907	-2.6061086277111682
20260102_scan03.sxm	1	0	0.97190629938127615	-2.2833474213098826	-2.3300591393859214	-2.3795058442118155	-2.4319197160417287	-2.4874473903218592	-2.5461457301221708	-2.6079801867475787
20260102_scan03.sxm	2	0.5	2.9803906913740916	2.4492830569821931	2.5124059649782442	2.5724345114546252	2.6292957972376643	2.6830082367559922	2.7336810271439829	2.7815110000374661
20260102_scan03.sxm	3	1	2.9936761260170766	2.4572175483420566	2.5146390345081304	2.5689017787189741	2.6200991125681363	2.6684127448589283	2.7141075228549152	2.7575237966098416
20260102_scan03.sxm	4	1.5	1.0085098655638969	-2.2603003649860867	-2.3235728157016351	-2.3897672569026573	-2.4586330237961467	-2.5298424360240599	-2.6030002448408007	-2.6776550283188123
20260102_scan03.sxm	5	2	1.0212600932287379	-2.2730306431228589	-2.3414467264827872	-2.4122694871478929	-2.4851148237173861	-2.5595403229842657	-2.6350580149143226	-2.7111484410497106
20260102_scan03.sxm	6	2.5	3.0288051085995109	2.4202403277580231	2.462721273202912	2.5035402899540675	2.5431782985349103	2.5821502684849733	2.6209903715480092	2.6602365812515987
20260102_scan04.sxm	1	0	2.9936761260170766	2.3214053841265203	2.3876261415486271	2.4509268753841371	2.5111403477723822	2.5681883280394406	2.6220838481249347	2.6729308268651408
20260102_scan04.sxm	2	0.5	1.0085098655638969	-2.3798760795249465	-2.4341095313032075	-2.4915012710724165	-2.5520544200254975	-2.6156809544548127	-2.6822042435166922	-2.7513641415809973
20260102_scan04.sxm	3	1	1.0212600932287379	-2.3762895524205896	-2.4362886227842702	-2.4993831569156488	-2.5654118617876551	-2.6341288508629086	-2.7052107331172239	-2.7782659365535962
20260102_scan04.sxm	4	1.5	3.0288051085995109	2.3318230515524454	2.3812966061290282	2.4280326205758698	2.4723414256144327	2.5146033295449381	2.5552576537807776	2.5947900670073647
20260102_scan04.sxm	5	2	3.0292976287718405	2.315118327556938	2.3598296910734664	2.4024224156287701	2.4433262849234083	2.4830197731424151	2.5220162503214905	2.560849181649552
20260102_scan04.sxm	6	2.5	1.022617067630299	-2.4248112152892913	-2.4986428655384261	-2.5737722776683007	-2.6496911875087181	-2.7258685693024347	-2.801765945425299	-2.8768529109471843
20260103_scan01.sxm	1	0	1.0021221160500311	-2.1399040168285803	-2.1830587013275888	-2.2284437319128028	-2.2764083888002182	-2.3272275803769658	-2.3810939174643528	-2.4381121602580942
20260103_scan01.sxm	2	0.5	0.98751559490358576	-2.1154032592356331	-2.1628904768501904	-2.2131894998646771	-2.2665079358025442	-2.3229663411050683	-2.3825947454329484	-2.4453317858971917
20260103_scan01.sxm	3	1	2.9759656915335921	2.6157543307728521	2.6779800328590966	2.7370805276828674	2.7930096722322766	2.8458127550022669	2.8956251903061925	2.9426686142180372
20260103_scan01.sxm	4	1.5	0.97030022510198666	-2.0929715960730308	-2.1514834889824566	-2.2131360560697582	-2.2778095768899624	-2.3452972354936645	-2.4153110830272633	-2.4874903394326497
20260103_scan01.sxm	5	2	2.9719062993812759	2.6178208348876484	2.668667813627855	2.7166580607272031	2.7620657467950851	2.8052394988793687	2.846592349386087	2.8865898281626237
20260103_scan01.sxm	6	2.5	2.9803906913740916	2.6035327432460207	2.6493728451817162	2.6929124984118009	2.7345541862416995	2.7747551112041173	2.8140140136968856	2.8528567930647899
20260103_scan02.sxm	1	0	2.9759656915335921	2.4886196558055991	2.5587933968923982	2.6264633442838474	2.6913362936556178	2.7531996794401925	2.8119277031912753	2.8674849604116415
20260103_scan02.sxm	2	0.5	2.9703002251019868	2.5098645403418449	2.5752489147216009	2.6376550751557439	2.6969415747517997	2.7530569078935825	2.8060409951721188	2.8560240324564017
20260103_scan02.sxm	3	1	0.97190629938127615	-2.192986908205611	-2.2481435404936341	-2.3064688853237247	-2.3679391476196723	-2.4324398628686246	-2.4997691971863536	-2.5696437662822329
20260103_scan02.sxm	4	1.5	2.9803906913740916	2.5239071540056228	2.5779861151032728	2.6290079474922754	2.6771594197648545	2.7227100543334966	2.7660043569741521	2.807451884564117
20260103_scan02.sxm	5	2	0.99367612601707656	-2.1996338393924968	-2.2659931474856618	-2.3350065556301685	-2.4063421269018814	-2.4796009753311585	-2.5543287659713085	-2.6300288135869105
20260103_scan02.sxm	6	2.5	1.0085098655638969	-2.2177956510701371	-2.2887486451739485	-2.3616996877225702	-2.4362033179563465	-2.5117693132888701	-2.5878768226526825	-2.6639893828783601
20260103_scan03.sxm	1	0	0.97190629938127615	-2.3486522922873192	-2.395364010363358	-2.4448107151892522	-2.4972245870191654	-2.5527522612992959	-2.6114506010996075	-2.6732850577250153
20260103_scan03.sxm	2	0.5	2.9803906913740916	2.3839781860047564	2.4471010940008076	2.5071296404771886	2.5639909262602276	2.6177033657785556	2.6683761561665462	2.7162061290600295
20260103_scan03.sxm	3	1	2.9936761260170766	2.39191267736462	2.4493341635306938	2.5035969077415374	2.5547942415906997	2.6031078738814917	2.6488026518774785	2.6922189256324049
20260103_scan03.sxm	4	1.5	1.0085098655638969	-2.3256052359635233	-2.3888776866790717	-2.455072127880094	-2.5239378947735833	-2.5951473070014965	-2.6683051158182378	-2.7429598992962489
20260103_scan03.sxm	5	2	1.0212600932287379	-2.3383355141002955	-2.4067515974602238	-2.4775743581253296	-2.5504196946948228	-2.6248451939617023	-2.7003628858917592	-2.7764533120271473
20260103_scan03.sxm	6	2.5	3.0288051085995109	2.3549354567805865	2.3974164022254754	2.4382354189766309	2.4778734275574736	2.5168453975075367	2.5556855005705725	2.594931710274162
20260103_scan04.sxm	1	0	2.9936761260170766	2.2882894557676505	2.3545102131897573	2.4178109470252673	2.4780244194135124	2.5350723996805709	2.5889679197660649	2.639814898506271
20260103_scan04.sxm	2	0.5	1.0085098655638969	-2.4129920078838163	-2.4672254596620773	-2.5246171994312863	-2.5851703483843673	-2.6487968828136825	-2.715320171875562	-2.7844800699398671
20260103_scan04.sxm	3	1	1.0212600932287379	-2.4094054807794594	-2.4694045511431399	-2.5324990852745186	-2.5985277901465249	-2.6672447792217784	-2.7383266614760937	-2.811381864912466
20260103_scan04.sxm	4	1.5	3.0288051085995109	2.2987071231935756	2.3481806777701584	2.394916692217	2.4392254972555629	2.4814874011860684	2.5221417254219078	2.5616741386484949
20260103_scan04.sxm	5	2	3.0292976287718405	2.2820023991980682	2.3267137627145966	2.3693064872699003	2.4102103565645385	2.4499038447835453	2.4889003219626207	2.5277332532906822
20260103_scan04.sxm	6	2.5	1.022617067630299	-2.4579271436481611	-2.5317587938972959	-2.6068882060271705	-2.6828071158675879	-2.7589844976613045	-2.8348818737841688	-2.9099688393060541
20260104_scan01.sxm	1	0	1.0021221160500311	-2.1796558386952509	-2.2228105231942594	-2.2681955537794734	-2.3161602106668888	-2.3669794022436363	-2.4208457393310234	-2.4778639821247648
20260104_scan01.sxm	2	0.5	0.98751559490358576	-2.1551550811023037	-2.202642298716861	-2.2529413217313476	-2.3062597576692148	-2.3627181629717389	-2.4223465672996189	-2.4850836077638623
20260104_scan01.sxm	3	1	2.9759656915335921	2.5760025089061815	2.638228210992426	2.6973287058161968	2.753257850365606	2.8060609331355963	2.8558733684395219	2.9029167923513666
20260104_scan01.sxm	4	1.5	0.97030022510198666	-2.1327234179397014	-2.1912353108491271	-2.2528878779364288	-2.317561398756633	-2.3850490573603351	-2.4550629048939339	-2.5272421612993203
20260104_scan01.sxm	5	2	2.9719062993812759	2.5780690130209778	2.6289159917611844	2.6769062388605325	2.7223139249284145	2.7654876770126982	2.8068405275194164	2.8468380062959531
20260104_scan01.sxm	6	2.5	2.9803906913740916	2.5637809213793501	2.6096210233150456	2.6531606765451303	2.694802364375029	2.7350032893374467	2.7742621918302151	2.8131049711981193
20260104_scan02.sxm	1	0	2.9759656915335921	2.421748065896407	2.4919218069832061	2.5595917543746554	2.6244647037464257	2.6863280895310004	2.7450561132820832	2.8006133705024494
20260104_scan02.sxm	2	0.5	2.9703002251019868	2.4429929504326529	2.5083773248124088	2.5707834852465519	2.6300699848426077	2.6861853179843904	2.7391694052629267	2.7891524425472096
20260104_scan02.sxm	3	1	0.97190629938127615	-2.2598584981148031	-2.3150151304028261	-2.3733404752329168	-2.4348107375288643	-2.4993114527778166	-2.5666407870955457	-2.636515356191425
20260104_scan02.sxm	4	1.5	2.9803906913740916	2.4570355640964308	2.5111145251940807	2.5621363575830833	2.6102878298556624	2.6558384644243045	2.6991327670649601	2.7405802946549249
20260104_scan02.sxm	5	2	0.99367612601707656	-2.2665054293016889	-2.3328647373948539	-2.4018781455393605	-2.4732137168110735	-2.5464725652403506	-2.6212003558805006	-2.6969004034961026
20260104_scan02.sxm	6	2.5	1.0085098655638969	-2.2846672409793292	-2.3556202350831406	-2.4285712776317623	-2.5030749078655385	-2.5786409031980622	-2.6547484125618745	-2.7308609727875521
20260104_scan03.sxm	1	0	0.97190629938127615	-2.4020802411295419	-2.4487919592055807	-2.4982386640314749	-2.5506525358613881	-2.6061802101415186	-2.6648785499418302	-2.726713006567238
20260104_scan03.sxm	2	0.5	2.9803906913740916	2.3305502371625337	2.3936731451585849	2.4537016916349659	2.5105629774180049	2.5642754169363329	2.6149482073243235	2.6627781802178068
20260104_scan03.sxm	3	1	2.9936761260170766	2.3384847285223973	2.3959062146884711	2.4501689588993147	2.501366292748477	2.549679925039269	2.5953747030352559	2.6387909767901823
20260104_scan03.sxm	4	1.5	1.0085098655638969	-2.379033184805746	-2.4423056355212944	-2.5085000767223167	-2.577365843615806	-2.6485752558437192	-2.7217330646604605	-2.7963878481384716
20260104_scan03.sxm	5	2	1.0212600932287379	-2.3917634629425182	-2.4601795463024465	-2.5310023069675522	-2.6038476435370455	-2.678273142803925	-2.7537908347339819	-2.82988126086937
20260104_scan03.sxm	6	2.5	3.0288051085995109	2.3015075079383638	2.3439884533832527	2.3848074701344082	2.424445478715251	2.463417448665314	2.5022575517283498	2.5415037614319393
20260104_scan04.sxm	1	0	2.9936761260170766	2.2807138248267753	2.3469345822488821	2.4102353160843921	2.4704487884726372	2.5274967687396956	2.5813922888251897	2.6322392675653958
20260104_scan04.sxm	2	0.5	1.0085098655638969	-2.4205676388246915	-2.4748010906029525	-2.5321928303721615	-2.5927459793252425	-2.6563725137545577	-2.7228958028164372	-2.7920557008807423
20260104_scan04.sxm	3	1	1.0212600932287379	-2.4169811117203346	-2.4769801820840152	-2.5400747162153938	-2.6061034210874001	-2.6748204101626536	-2.7459022924169689	-2.8189574958533412
20260104_scan04.sxm	4	1.5	3.0288051085995109	2.2911314922527004	2.3406050468292832	2.3873410612761248	2.4316498663146877	2.4739117702451932	2.5145660944810326	2.5540985077076197
20260104_scan04.sxm	5	2	3.0292976287718405	2.274426768257193	2.3191381317737214	2.3617308563290251	2.4026347256236633	2.4423282138426701	2.4813246910217455	2.520157622349807
20260104_scan04.sxm	6	2.5	1.022617067630299	-2.4655027745890363	-2.5393344248381711	-2.6144638369680457	-2.6903827468084631	-2.7665601286021797	-2.842457504725044	-2.9175444702469293
20260105_scan01.sxm	1	0	1.0021221160500311	-2.2375365938624423	-2.2806912783614508	-2.3260763089466647	-2.3740409658340802	-2.4248601574108277	-2.4787264944982148	-2.5357447372919562
20260105_scan01.sxm	2	0.5	0.98751559490358576	-2.2130358362694951	-2.2605230538840524	-2.310822076898539	-2.3641405128364061	-2.4205989181389302	-2.4802273224668103	-2.5429643629310537
20260105_scan01.sxm	3	1	2.9759656915335921	2.5181217537389902	2.5803474558252346	2.6394479506490054	2.6953770951984146	2.748180177968405	2.7979926132723305	2.8450360371841752
20260105_scan01.sxm	4	1.5	0.97030022510198666	-2.1906041731068928	-2.2491160660163185	-2.3107686331036201	-2.3754421539238244	-2.4429298125275265	-2.5129436600611252	-2.5851229164665117
20260105_scan01.sxm	5	2	2.9719062993812759	2.5201882578537864	2.571035236593993	2.6190254836933411	2.6644331697612231	2.7076069218455068	2.748959772352225	2.7889572511287617
20260105_scan01.sxm	6	2.5	2.9803906913740916	2.5059001662121587	2.5517402681478543	2.5952799213779389	2.6369216092078376	2.6771225341702554	2.7163814366630237	2.7552242160309279
20260105_scan02.sxm	1	0	2.9759656915335921	2.3564431949189704	2.4266169360057694	2.4942868833972187	2.5591598327689891	2.6210232185535638	2.6797512423046466	2.7353084995250128
20260105_scan02.sxm	2	0.5	2.9703002251019868	2.3776880794552162	2.4430724538349722	2.5054786142691152	2.564765113865171	2.6208804470069538	2.6738645342854901	2.723847571569773
20260105_scan02.sxm	3	1	0.97190629938127615	-2.3251633690922398	-2.3803200013802628	-2.4386453462103534	-2.500115608506301	-2.5646163237552533	-2.6319456580729823	-2.7018202271688616
20260105_scan02.sxm	4	1.5	2.9803906913740916	2.3917306931189941	2.4458096542166441	2.4968314866056467	2.5449829588782258	2.5905335934468678	2.6338278960875234	2.6752754236774883
20260105_scan02.sxm	5	2	0.99367612601707656	-2.3318103002791255	-2.3981696083722905	-2.4671830165167972	-2.5385185877885101	-2.6117774362177872	-2.6865052268579372	-2.7622052744735393
20260105_scan02.sxm	6	2.5	1.0085098655638969	-2.3499721119567658	-2.4209251060605772	-2.4938761486091989	-2.5683797788429752	-2.6439457741754988	-2.7200532835393112	-2.7961658437649888
20260105_scan03.sxm	1	0	0.97190629938127615	-2.4351961694884117	-2.4819078875644505	-2.5313545923903447	-2.5837684642202579	-2.6392961385003884	-2.6979944783006999	-2.7598289349261078
20260105_scan03.sxm	2	0.5	2.9803906913740916	2.2974343088036639	2.3605572167997151	2.4205857632760961	2.4774470490591352	2.5311594885774631	2.5818322789654538	2.629662251858937
20260105_scan03.sxm	3	1	2.9936761260170766	2.3053688001635275	2.3627902863296013	2.417053030540445	2.4682503643896072	2.5165639966803992	2.5622587746763861	2.6056750484313125
20260105_scan03.sxm	4	1.5	1.0085098655638969	-2.4121491131646158	-2.4754215638801642	-2.5416160050811865	-2.6104817719746758	-2.681691184202589	-2.7548489930193298	-2.8295037764973414
20260105_scan03.sxm	5	2	1.0212600932287379	-2.424879391301388	-2.4932954746613163	-2.564118235326422	-2.6369635718959152	-2.7113890711627948	-2.7869067630928517	-2.8629971892282398
20260105_scan03.sxm	6	2.5	3.0288051085995109	2.268391579579494	2.3108725250243829	2.3516915417755384	2.3913295503563812	2.4303015203064442	2.4691416233694801	2.5083878330730696
20260105_scan04.sxm	1	0	2.9936761260170766	2.2998745168564421	2.3660952742785488	2.4293960081140589	2.4896094805023039	2.5466574607693624	2.6005529808548564	2.6513999595950626
20260105_scan04.sxm	2	0.5	1.0085098655638969	-2.4014069467950248	-2.4556403985732858	-2.5130321383424947	-2.5735852872955758	-2.637211821724891	-2.7037351107867704	-2.7728950088510755
20260105_scan04.sxm	3	1	1.0212600932287379	-2.3978204196906678	-2.4578194900543484	-2.5209140241857271	-2.5869427290577334	-2.6556597181329868	-2.7267416003873022	-2.7997968038236745
20260105_scan04.sxm	4	1.5	3.0288051085995109	2.3102921842823672	2.3597657388589499	2.4065017533057915	2.4508105583443545	2.4930724622748599	2.5337267865106994	2.5732591997372865
20260105_scan04.sxm	5	2	3.0292976287718405	2.2935874602868598	2.3382988238033882	2.3808915483586919	2.4217954176533301	2.4614889058723368	2.5004853830514122	2.5393183143794738
20260105_scan04.sxm	6	2.5	1.022617067630299	-2.4463420825593696	-2.5201737328085043	-2.595303144938379	-2.6712220547787964	-2.747399436572513	-2.8232968126953772	-2.8983837782172626
20260106_scan01.sxm	1	0	1.0021221160500311	-2.3044081837716348	-2.3475628682706433	-2.3929478988558572	-2.4409125557432727	-2.4917317473200202	-2.5455980844074073	-2.6026163272011487
20260106_scan01.sxm	2	0.5	0.98751559490358576	-2.2799074261786876	-2.3273946437932449	-2.3776936668077315	-2.4310121027455986	-2.4874705080481228	-2.5470989123760028	-2.6098359528402462
20260106_scan01.sxm	3	1	2.9759656915335921	2.4512501638297977	2.5134758659160421	2.5725763607398129	2.6285055052892221	2.6813085880592125	2.731121023363138	2.7781644472749827
20260106_scan01.sxm	4	1.5	0.97030022510198666	-2.2574757630160853	-2.315987655925511	-2.3776402230128126	-2.4423137438330169	-2.509801402436719	-2.5798152499703177	-2.6519945063757042
20260106_scan01.sxm	5	2	2.9719062993812759	2.4533166679445939	2.5041636466848005	2.5521538937841486	2.5975615798520306	2.6407353319363143	2.6820881824430325	2.7220856612195692
20260106_scan01.sxm	6	2.5	2.9803906913740916	2.4390285763029662	2.4848686782386618	2.5284083314687464	2.5700500192986451	2.6102509442610629	2.6495098467538312	2.6883526261217354
20260106_scan02.sxm	1	0	2.9759656915335921	2.3030152460767477	2.3731889871635468	2.440858934554996	2.5057318839267664	2.5675952697113411	2.6263232934624239	2.6818805506827901
20260106_scan02.sxm	2	0.5	2.9703002251019868	2.3242601306129935	2.3896445049927495	2.4520506654268925	2.5113371650229483	2.5674524981647311	2.6204365854432674	2.6704196227275503
20260106_scan02.sxm	3	1	0.97190629938127615	-2.3785913179344624	-2.4337479502224855	-2.4920732950525761	-2.5535435573485237	-2.618044272597476	-2.685373606915205	-2.7552481760110843
20260106_scan02.sxm	4	1.5	2.9803906913740916	2.3383027442767714	2.3923817053744214	2.443403537763424	2.4915550100360031	2.5371056446046452	2.5803999472453008	2.6218474748352656
20260106_scan02.sxm	5	2	0.99367612601707656	-2.3852382491213482	-2.4515975572145132	-2.5206109653590199	-2.5919465366307328	-2.6652053850600099	-2.7399331757001599	-2.8156332233157619
20260106_scan02.sxm	6	2.5	1.0085098655638969	-2.4034000607989885	-2.4743530549027999	-2.5473040974514216	-2.6218077276851979	-2.6973737230177215	-2.7734812323815339	-2.8495937926072115
20260106_scan03.sxm	1	0	0.97190629938127615	-2.4427718004292869	-2.4894835185053257	-2.5389302233312199	-2.5913440951611331	-2.6468717694412636	-2.7055701092415751	-2.767404565866983
20260106_scan03.sxm	2	0.5	2.9803906913740916	2.2898586778627887	2.3529815858588399	2.4130101323352209	2.4698714181182599	2.5235838576365879	2.5742566480245785	2.6220866209180618
20260106_scan03.sxm	3	1	2.9936761260170766	2.2977931692226523	2.3552146553887261	2.4094773995995697	2.460674733448732	2.508988365739524	2.5546831437355109	2.5980994174904373
20260106_scan03.sxm	4	1.5	1.0085098655638969	-2.419724744105491	-2.4829971948210394	-2.5491916360220617	-2.618057402915551	-2.6892668151434642	-2.7624246239602055	-2.8370794074382166
20260106_scan03.sxm	5	2	1.0212600932287379	-2.4324550222422632	-2.5008711056021915	-2.5716938662672972	-2.6445392028367904	-2.71896470210367	-2.7944823940337269	-2.870572820169115
20260106_scan03.sxm	6	2.5	3.0288051085995109	2.2608159486386188	2.3032968940835077	2.3441159108346632	2.383753919415506	2.422725889365569	2.4615659924286049	2.5008122021321944
20260106_scan04.sxm	1	0	2.9936761260170766	2.3427464798905735	2.4089672373126803	2.4722679711481903	2.5324814435364353	2.5895294238034938	2.6434249438889879	2.694271922629194
20260106_scan04.sxm	2	0.5	1.0085098655638969	-2.3585349837608933	-2.4127684355391543	-2.4701601753083633	-2.5307133242614444	-2.5943398586907596	-2.660863147752639	-2.7300230458169441
20260106_scan04.sxm	3	1	1.0212600932287379	-2.3549484566565364	-2.414947527020217	-2.4780420611515956	-2.5440707660236019	-2.6127877550988554	-2.6838696373531707	-2.756924840789543
20260106_scan04.sxm	4	1.5	3.0288051085995109	2.3531641473164986	2.4026377018930813	2.449373716339923	2.4936825213784859	2.5359444253089913	2.5765987495448308	2.6161311627714179
20260106_scan04.sxm	5	2	3.0292976287718405	2.3364594233209912	2.3811707868375196	2.4237635113928233	2.4646673806874615	2.5043608689064683	2.5433573460855436	2.5821902774136052
20260106_scan04.sxm	6	2.5	1.022617067630299	-2.4034701195252381	-2.4773017697743729	-2.5524311819042476	-2.6283500917446649	-2.7045274735383815	-2.7804248496612458	-2.8555118151831311
20260107_scan01.sxm	1	0	1.0021221160500311	-2.3697130547490715	-2.41286773924808	-2.4582527698332939	-2.5062174267207094	-2.5570366182974569	-2.610902955384844	-2.6679211981785853
20260107_scan01.sxm	2	0.5	0.98751559490358576	-2.3452122971561242	-2.3926995147706815	-2.4429985377851682	-2.4963169737230353	-2.5527753790255594	-2.6124037833534395	-2.6751408238176828
20260107_scan01.sxm	3	1	2.9759656915335921	2.385945292852361	2.4481709949386055	2.5072714897623762	2.5632006343117855	2.6160037170817758	2.6658161523857014	2.712859576297546
20260107_scan01.sxm	4	1.5	0.97030022510198666	-2.322780633993522	-2.3812925269029477	-2.4429450939902493	-2.5076186148104536	-2.5751062734141557	-2.6451201209477544	-2.7172993773531409
20260107_scan01.sxm	5	2	2.9719062993812759	2.3880117969671573	2.4388587757073639	2.4868490228067119	2.532256708874594	2.5754304609588776	2.6167833114655958	2.6567807902421325
20260107_scan01.sxm	6	2.5	2.9803906913740916	2.3737237053255296	2.4195638072612251	2.4631034604913098	2.5047451483212084	2.5449460732836262	2.5842049757763945	2.6230477551442988
